family_id,comm,satis
125,6.333940848687071,8.921031127014368
126,5.815858994225076,7.934583674402415
127,6.888968659146483,9.125574730744756
128,4.141739092323298,6.851907700126828
129,4.80700026590171,6.1456670196403405
130,4.605399934407345,5.959367626988028
131,4.90754590268515,7.176570503837699
132,4.995252833397002,7.096879168611327
133,5.261164083508344,7.439824943694447
136,7.571314372216751,9.345292647642543
137,4.081962692097301,5.843433949760298
138,5.113528022674571,6.789391977095313
139,4.798348463887868,6.471544597521301
140,5.143167803157845,8.30028375267328
141,5.565534644994755,7.367879778707175
142,5.46412138141619,7.091479652121207
143,5.556060103117743,6.9237701856547265
145,5.634732715407486,7.243134022243336
146,4.784529117743048,6.760287797124911
147,6.564200267363141,8.28053333680385
148,6.882325909930452,9.037163110356973
149,6.311664409770998,7.9967586271672095
150,6.1164982781425365,7.807486080592836
151,5.101498691520593,6.8441952637260774
152,5.422004437869077,7.344792732120116
153,8.141227289163387,9.49667405889264
154,4.305956779676211,6.431596175700475
155,5.543207248912065,7.823232477341184
157,4.81744227220358,6.9029832347503355
158,6.791258098731285,9.170806856456991
159,7.2199407343789925,8.511741162419368
160,6.437528377141053,8.742714856413357
161,3.4548059699986426,5.987678158659772
162,5.759448533816861,7.801605407990298
163,6.659130256658048,8.932109981015323
164,4.309633372141521,6.946422666304363
165,5.78360124563377,7.720227659358438
166,7.221658504166878,9.581401434102247
167,5.120687222221134,7.9655236843618304
168,2.4554440993966287,3.7681866147504683
169,4.462262792660626,6.699454348505602
170,5.115394624022262,7.079215362635256
171,8.298537609545868,10.035745571144583
172,3.9898563845781783,6.2289558196352885
173,5.1466712956962555,7.083048635249467
175,6.387527577853974,8.471569277076142
176,6.337435623469865,8.804367484557181
177,4.809108933498746,7.018187706776411
178,6.241623042247264,8.449015284033766
179,5.667683459618434,7.809301625454158
180,4.753449168599627,7.041101431714693
181,5.1696446921091335,7.128772659691612
182,5.148695095693498,7.514321666144622
183,2.9198821997694173,5.719280769315438
184,5.40896322014632,7.2485044542951735
185,5.5360933421869625,7.502905920708466
186,6.176217859762423,7.7535610298639925
187,5.438545176956366,7.004677531377152
188,6.812604002373382,8.155310664162837
189,6.463656278500386,8.345204517948607
190,5.3043347485878485,7.223037879421321
191,5.7581293012311265,7.7416373534361735
192,5.3551530499959785,7.605539760099759
193,4.1496032278308395,6.064011818474955
194,4.990066602272951,7.599526886138319
195,4.466319312977863,6.67959248585992
196,5.21491328062414,7.226890815923208
197,6.372267041095724,7.854723846373888
198,6.09072454171352,7.873100950224756
199,9.407374656672015,10.95105488264127
200,5.00679445879083,7.104832635015624
201,4.271291687865517,6.682824097935935
202,5.287355798228426,6.063828634816557
203,5.205932685381692,6.892954570966746
204,6.534225929738447,8.292984162961169
205,6.237881680837065,6.941003801463235
206,5.910702695804611,7.128995036539664
207,4.8678907530276785,7.1690731155116065
208,5.911293213853304,7.4802105170452595
209,7.178326078463827,8.121471965754672
210,3.8504125423696003,5.04803937607397
212,4.349814272458968,6.932315778815269
213,7.497700713939025,10.502485901794378
214,5.263809927774566,6.250968973614796
215,5.0385023601920125,7.28113584504683
216,7.531937595246309,8.903738705894508
217,8.12294499948822,10.406053576009336
218,4.482365995466685,6.554514052299407
219,6.13222112319505,8.53756481901153
220,4.961093755664225,6.211464471946941
221,5.234536028487046,7.213655831548077
222,5.170730533566414,7.2351727367472805
223,6.050207557425786,7.8310002611397955
224,4.550995584750021,6.592175653878669
225,5.707071259787796,7.896016207571264
226,6.0685623752312186,8.266169244911818
227,4.973395502087095,6.33091848474142
228,6.111601052908166,7.544959791763202
229,4.640913454604566,6.697681864912037
230,5.003591209560424,6.701805378899012
231,4.885801903191398,6.861330228230656
232,4.2052652144825275,6.7708529976419
233,5.242636069020236,7.242705474521625
234,4.918567863339918,7.599311892772839
235,4.671287324854548,5.418827826870904
236,6.056441183634547,8.195036541353444
237,5.524855729741846,7.153523330286827
238,3.3189767472713214,5.625226737867178
239,5.511517807752956,7.86421465455863
240,6.06453934045099,8.050984435987647
241,8.358299055307885,9.588947173409656
242,5.838051978138133,8.546121849393865
243,4.924516195230446,6.266353742438054
244,5.200845213657672,7.3484069271259
245,3.558372947041095,5.153594064902864
246,6.096898703552807,7.936601954800526
247,5.230599118077608,6.946256993609416
248,4.3725275119201035,6.946589348280834
249,5.113177601100892,7.48569668991562
250,3.7018667716256015,5.317638332832073
251,6.651987647841308,8.294571210395898
252,4.606263821613231,6.254473002882753
253,5.814482286737233,7.867986235598215
254,4.921674495607835,6.868844597938569
255,6.289955553081777,8.154110308551513
256,5.207907586050256,7.29134345680901
257,6.131118565721146,8.549125370253675
258,7.011630127016108,9.19252687449403
259,3.824409187721422,5.814645131254724
260,8.376124966371037,11.020129811044589
261,4.46352238086687,7.292279597712733
262,5.972013267684627,7.875588107931535
263,6.164715369970653,8.161629404996333
264,4.678843770233099,6.553293671116636
265,5.797530787901573,9.032151605742177
266,5.1972098951548915,7.443849234144109
267,7.6247261981611025,10.213205206093136
268,6.469153456236713,8.55610744656589
270,3.521695578449113,5.162593847466689
271,6.233053066643825,7.374291398611009
272,5.0659595786877745,7.401045863222336
273,3.567686195240713,5.191676359726553
274,5.825570632246605,8.184265415686301
275,4.520529865083365,7.5694535114338874
276,4.607284238690322,7.648349662738882
277,4.819866830768129,7.516748499378508
278,5.334339587662436,7.7735478208838975
279,3.2307579721760202,4.835069654869358
280,4.449835205543575,5.283778782831305
281,4.793555445701456,5.766435316640132
282,5.7967062212638245,7.872200638706252
283,6.298214969108859,8.213069483545118
284,4.337382452469823,6.5081060278289655
285,5.830980003723787,7.296182015160237
286,4.909877378123303,6.4627765469583744
287,5.059293888057166,6.0816568258428685
288,5.533537058050127,7.835646112479984
289,5.268415807158165,7.929230973049553
290,4.3041058942066845,6.403692030340267
292,6.165210731065015,7.94999208893697
293,5.351114810793867,7.663247113566323
294,5.997584721876109,8.635329017634673
295,4.470311251837101,7.534337696522943
296,5.282647086163296,8.204111054864217
297,5.613528534099961,7.274273255224646
298,5.569873918482464,6.693484396616904
299,7.690153306536271,9.70686432836869
300,6.682031374608299,8.849014015978753
301,6.719510582659525,9.159895548291964
302,6.37570892142576,8.368259195684775
303,5.650308885091578,8.128812623448567
304,4.973474021827401,6.632168503481914
305,5.325766949673779,7.265964817311887
307,4.611457818121282,6.505660474301774
308,5.996108072435181,7.6947834222047184
309,5.670336252548308,8.064392667790472
310,5.017585313892635,7.514663498156665
311,5.995886442245052,8.345928676655861
312,5.235938624417091,7.092043514260579
313,7.984820509754084,9.803700086790164
314,6.951764886469448,8.807936408002748
315,6.590515913672466,8.741664080329446
316,5.35944680424681,7.37726671641566
317,4.017736937745542,6.0448088427045725
318,2.992716692819776,4.765033552757964
319,4.550255195709925,7.392046280083972
320,6.675080161704137,8.99982449832631
321,5.498524612142843,7.1606478580593595
322,3.9339765208990087,5.434224274710301
323,5.978611789940243,8.412749745736525
324,5.809394519827967,7.670480160149521
325,2.8926784814958837,4.422448992800716
326,6.468475207315511,8.252110488650725
327,5.325387506291513,6.09483446041855
328,4.823822425074283,7.2354541791465605
329,5.627806987186505,7.19273833894038
330,6.295688313529002,7.980140106143641
331,4.145720164534701,6.276803605839707
332,6.276429628257275,8.656461483029275
333,4.819687639618786,7.2473852110929515
334,5.569956963995697,7.229073582664888
335,6.228475324441223,8.429634067572277
336,6.249569665009201,8.41088096153937
337,7.244691733741303,9.58409938051528
338,4.580283066358545,6.586492809449824
339,3.562956804837376,6.0932834458332366
341,4.89140004384557,6.443023487038529
342,2.311023449985516,4.411328768088794
343,6.174108204849042,7.903680770111975
344,3.6660035272544675,5.797463461003013
345,5.157026537407583,7.842352782607671
346,6.030987810909645,7.8926724684734
347,3.7725871199107384,4.8058929588316825
348,3.9533421980252834,6.187040728897835
349,7.053960986166533,8.301958091109627
350,5.9097944953966035,8.51282441389916
351,7.458676257533872,9.541124895061355
352,6.115710982175289,8.214034208900763
353,3.306271045901955,5.259435444152729
354,3.152911672062365,5.4437328087717995
355,5.790036289624252,8.258642091086314
356,7.913605476140081,9.788103919886353
357,4.092055722656484,5.757982828917225
358,5.5078977313060085,7.060292195590317
359,4.591235138962243,7.044409197590916
360,5.053271085911925,7.902225320031794
361,4.881877301170922,7.131703990511555
362,4.239048603661983,6.660296913216534
363,6.842840991464447,7.969925081208307
364,5.100646659489187,6.840816843977564
365,4.5714323769509875,6.474803857970321
366,4.180261163622411,5.738719960273936
367,5.836302434169249,8.013640262979582
368,5.637562726895064,8.195433331153858
369,7.097538977077491,9.156405148032706
370,5.361052997824103,8.530897303558007
371,5.600577808737003,7.209053972162596
372,5.268165145605602,7.5721538426904464
373,4.502310217106999,7.160173500709753
374,5.631611624711381,6.80053632672934
375,4.891437975469298,6.600870879571888
376,5.9760478239703545,7.499159612541092
377,4.180278434218632,6.20819626110551
379,3.35721648022864,4.814542087245182
380,5.0325224908493444,7.418793928268686
382,4.0024083034842075,5.3181509059587295
383,5.976323636944009,8.014651436740051
384,4.982330905857779,7.3012520193324555
385,4.20344178775213,6.073853609332711
386,5.90997872793684,7.921966499378246
387,3.2357308716085234,6.15953089862438
388,6.204450488222315,8.358729381836284
389,6.83912870429331,9.627807736428782
390,5.699835793423031,7.241393856416835
391,5.684739217679173,8.481943245555255
392,5.409412917892728,7.824829139471801
393,6.979769849869634,8.60869794166761
394,6.348844553190048,7.507125271439904
395,7.500852425128229,9.231883056115963
396,5.222151955517328,5.94981852627927
397,5.146985288482503,7.222423367567539
398,4.741992157320159,6.975016474345805
399,7.125362370785135,9.231044198553862
400,5.255080469389272,7.733212213530146
401,6.437662606587001,9.524239924982542
402,7.0613565533889435,8.809417457029875
403,5.703673879931217,7.03957252852851
404,3.7261673071690087,6.304515073395966
406,4.082785885917682,7.891457022128396
407,5.1808917615081995,6.830433069745952
408,6.906644959960801,7.571348227428434
409,5.9020846993328036,7.549903953490612
410,4.278975650861664,5.78744531667186
412,4.58017382126681,6.402332962889731
413,3.5364653418390315,5.894162349328907
414,4.493402527528376,7.046992484545778
415,3.56064118389232,4.3266067595020905
416,3.465475065411378,5.199322396146676
417,7.099842427281782,8.708593147616085
418,4.23178897458048,6.9066833297679215
419,3.919799238852819,5.193681514855812
420,7.324517430222468,9.677079574740024
421,4.433470662062241,6.704835947060198
423,4.9015263308604915,8.128262723220525
424,3.6007222196499478,6.023263890961498
425,9.181403360256137,11.587122753080074
426,5.407532215157676,7.209880063501914
427,6.036026589684248,7.776677747765352
428,5.9028795607985,8.248328582678184
429,5.524819748478562,7.140124391092717
430,5.702382162075999,6.836819269564269
431,5.63782179950503,7.1173722242693005
432,5.796337370996149,7.704638197079706
433,6.134184870909902,7.949234512833636
434,2.3941747213019413,3.9104197762714157
435,7.489405126529366,9.14956632984551
436,3.9221615110002963,6.297634509540326
437,5.762456783147009,7.560497030386804
438,5.573835863248325,7.254517904801154
439,6.775724105922992,9.136042448751288
440,3.0778942553365405,5.868532992031165
441,6.06012617333359,8.057451031532466
442,6.400882228249163,8.524935515902818
443,3.8237277341923437,5.135837711460476
444,6.5237925285146385,8.989359156557928
445,5.7080103122939025,7.439113705095765
446,6.476579458795573,8.59249699608895
447,5.238369719548955,6.935790162015784
448,5.547025714589235,8.064774370015378
449,5.954440328468857,7.826562135934151
450,4.670318346789095,5.794044776748866
451,5.022644715945647,7.020321745553652
452,4.593541257478993,6.692125426080954
453,6.216584089094018,9.050234485464493
454,4.836673527085399,6.769174296654845
455,7.824483952396649,10.349457434320717
456,5.361150489481291,6.967517043679171
457,3.8895644472857045,6.801398639240885
458,4.783128971063598,6.101796020077922
459,5.125150658274704,7.484576997145355
460,6.958026408587213,9.386725037735017
461,6.2797741111492265,8.452574189973554
462,4.697126727428563,6.135534199463661
463,5.320464663195889,8.155136316149596
464,4.303565003919837,6.211938824723241
465,4.63658913538936,6.986559425223742
466,6.458203150965728,8.464232851193918
467,4.486170135044734,5.819535799211801
468,5.179395496195335,7.232112228336916
469,4.697771167794467,5.764475567515812
470,6.006581197979317,8.104303364662941
471,4.623851622315856,6.935914928916469
472,7.499036943273296,9.33402983495115
473,3.9635805557121357,7.191614631988537
474,7.208480491219803,8.741378165898427
475,7.420270546931215,8.866030713519983
476,5.271527599927814,7.153118513132446
477,5.3700722107727366,6.743042367109792
479,7.287484335828985,9.369817036088744
480,4.445740124294492,6.690064584450019
481,4.906218160956541,6.068777567025953
482,5.88654215543588,7.364058175866974
483,6.216974898199334,8.507908024297743
484,5.089204567771702,8.528290599373822
485,5.8896376302098865,8.083473823960322
486,4.557236962675796,6.8841222027610485
487,6.320058293923481,8.505035884887446
488,5.015260107329226,6.525700812027286
489,3.9433601939823886,6.16160245362874
490,7.212088933803441,8.879911237135971
491,6.559530305940462,9.224682067386217
493,6.240751413237823,8.508690621616095
494,7.080530706836127,8.253387364263968
495,3.025868286232772,5.171055914583361
496,6.569722119182213,8.504585181179461
497,5.229792924595302,6.801228874028111
498,7.2340880926891895,8.534688065089536
499,6.987144264465097,8.50604396262046
500,2.9481102759426796,5.061329350449446
